text_EN,text_ZH,labels
"I'm doing well, I'm in a pretty good mood.",我做得很好，我的心情很好。,2
I'm fine,我很好,2
I have a gay feeling and I am overjoyed by all I have.,我有一种同性恋的感觉，我对我所拥有的一切感到欣喜若狂。,2
I'm great thanks!,我很好谢谢！,2
I feel good. I'm reading a good book at the moment.,我感觉很好。我现在正在读一本好书。,2
I feel happy right now,我现在感到很幸福,2
I am feeling so happy and content with my new partner.,我对我的新伙伴感到非常高兴和满足。,2
I'm in such a good mood.,我心情太好了。,2
My football team won today which always puts me in a good mood.,我的足球队今天赢了，这总是让我心情愉快。,2
Never better,感觉从来没有这么好的,2
I'm feeling great!,我感觉很棒！,2
I'm feeling warm and fuzzy today.,我今天感到温暖和模糊。,2
"Today, I'm feeling happy and content.",今天，我感到快乐和满足。,2
I am feeling awesome today,我今天感觉很棒,2
I feel amazing today,我今天感觉很棒,2
"I'm so happy today, everything is going well",我今天很开心，一切都很顺利,2
"Brilliant mate, all going well.",挺不错的朋友，一切都如意。,2
Feeling positive today,今天心情好,2
I'm feeling great at the moment.,我现在感觉很好。,2
I wish I felt like this every day,我希望我每天都有这样的感觉,2
Today is a good day I am healthy,今天是个好日子我很健康,2
Really happy with the way things are going at the moment,对目前的情况真的很满意,2
joyful,快乐,2
I am happy and content.,我很高兴也很满足。,2
"I'm having an awesome day, everything's going well.",我今天过得很愉快，一切都很顺利。,2
I'm good!,我很好！,2
"I'm good, thanks.",我很好谢谢。,2
I have no complaints today.,我今天没有抱怨。,2
I'm feeling so happy today.,我今天感觉很开心。,2
I am feeling great.,我感觉很棒。,2
I'm doing well today.,我今天过得很好。,2
"Fantastic, thanks. I'm all caught up at work!",太棒了，谢谢。我都忙于工作！,2
"My boyfriend is really nice to me these days, I am glad our relationship is back on track",我男朋友最近对我很好，我很高兴我们的关系重回正轨,2
On top of the world!,世界顶级！,2
I'm full of the joys of spring.,我充满了春天的欢乐。,2
"I feel fantastic today, thank you for asking",我今天感觉很棒，谢谢你的提问,2
I'm feeling really content in myself today,我今天对自己感到很满足,2
I'm looking forward to going out for a meal with my friends.,我期待着和我的朋友出去吃饭。,2
I am much happier today than last week,我今天比上周快乐多了,2
Really good,真的很好,2
"Excited to be honest, it'll be the first time in 15 months I've seen my dad.",老实说，这将是我 15 个月以来第一次见到我父亲，这让我很兴奋。,2
Something good has happened,好事发生了,2
I'm actually really ecstatic.,我真的很欣喜若狂。,2
I'm satisfied.,我很满意。,2
"Great, I have just gotten a pay-rise at my job",太好了，我的工作刚刚加薪,2
All good here. Thanks for asking.,这里一切都很好。谢谢你的提问。,2
"Can't complain, things are going pretty good.",不能抱怨，事情进展得很顺利。,2
I am grateful for all I have,我感谢我拥有的一切,2
All good,都好,2
I'm feeling good today because I managed to finish all my work,我今天感觉很好，因为我完成了我所有的工作,2
I'm good thanks,我很好谢谢,2
"I am fine thanks, God is good and life is great",我很好，谢谢，上帝很好，生活很美好,2
"I am feeling happy today, I just got a promotion and increase at work.",我今天很开心，我刚升职加薪。,2
I feel good,我感觉很好,2
Today I just happen to be the happiest person alive. You know why? Simply because I have made it to see yet another day.,今天，我恰好是活着的最幸福的人。你知道为什么？仅仅因为我已经让它看到另一天。,2
really really good,真的很好,2
"Thanks for asking, I'm in a good place",谢谢你的提问，我的状况挺好的,2
"I'm feeling on top of the world, it's my wedding anniversary",我感觉自己在世界之巅，这是我的结婚纪念日,2
I feel satisfied with my life,我对我的生活感到满意,2
I am fantastic.,我太棒了。,2
I am very happy as I just got accepted into college.,我很高兴，因为我刚被大学录取。,2
Im thankful for where I am at right now.,我感谢我现在所处的位置。,2
Feeling great thank you!,感觉很好谢谢！,2
Today is going to be a good day I can feel it,今天将是美好的一天，我能感觉到,2
I feel really pleased today.,我今天感到非常高兴。,2
"I'm in a good mood today, I haven't felt this happy in a long time.",今天心情很好，好久没有这么开心了。,2
"I'm good, thanks!",我很好谢谢！,2
"Today is going to be a jolly good day for me, I feel great!",今天对我来说将是一个愉快的好日子，我感觉很棒！,2
I'm definitely content because I slept really well last night.,我肯定很满足，因为我昨晚睡得很好。,2
"Things are going really well, thanks.",事情进展得很顺利，谢谢。,2
Everything is going so well for me at the moment.,目前对我来说一切都很顺利。,2
"Good, was able to visit the family on the weekend and had a lovely supper with them.",很好，能够在周末探望家人，并与他们共进晚餐。,2
"Absolutely, I feel energised after that work out",当然，锻炼后我感到精力充沛,2
"I am feeling very blessed and grateful today, thank you.",我今天感到非常幸福和感激，谢谢。,2
"Tremendous, I've just been promoted at work",太棒了，我刚升职,2
Excellent.,优秀的。,2
It is another beautiful day.,又是美好的一天。,2
I am feeling so good today!,我今天感觉真好！,2
Great,特别好,2
"I am feeling great, thanks, how are you?",我感觉很好，谢谢，你好吗？,2
Content with my lot,内容与我的很多,2
I gotta say for the first time in a long while I'm feeling really good about stuff.,很长一段时间以来我第一次说我对事情感觉非常好。,2
I am very well and feeling good,我很好，感觉很好,2
"Well, I'm doing really well right now, thank you!",嗯，我现在过得很好，谢谢！,2
I couldn't be better.,我再好不过了。,2
I am feeling great because I had a great nights sleep.,我感觉很好，因为我晚上睡得很好。,2
"very calm and happy, i do not hold any negative thoughts.",非常平静和快乐，我没有任何消极的想法。,2
"I am feeling pretty anxious, I'm waiting to hear back about that work project",我感觉很焦虑，我在等那个工作项目的回音,3
I am feeling nervous as my exam is tomorrow,因为明天要考试所以我感到紧张,3
"To be honest, I'm feeling really worried about things.",说实话，我真的很担心事情。,3
"I don't know, why are you asking me? Who asked you to ask me?",我不知道，你为什么要问我？谁让你问我的？,3
I am feeling very anxious and not at all well.,我感到非常焦虑，而且一点也不舒服。,3
Im feeling on edge today. I have a big test and im worried I wont pass.,我今天感觉很紧张。我有一个大测试，我担心我不会通过。,3
I am feeling very on edge today.,我今天感觉很紧张。,3
I've been better. I'm waiting for my test results and I'm nervous about the result.,我好多了。我正在等待我的测试结果，我对结果感到紧张。,3
I'm feeling very nervous about going to the dentist this afternoon!,今天下午去看牙医，我感到很紧张！,3
I'm feeling nervous about starting my new job. I'm not sure if I will fit in,我对开始我的新工作感到紧张。我不确定我是否适合,3
"I'm feeling really on edge today, i just can't seem to shake this feeling of dread",我今天真的很紧张，我似乎无法摆脱这种恐惧感,3
"not great today, anxious",今天不太好，着急,3
I'm feeling anxious today.,我今天很焦虑。,3
I'm not coping so well today,我今天应付得不太好,3
I am feeling uncertain and fearful.,我感到不确定和恐惧。,3
I'm feeling a bit shaky.,我感觉有点摇摇欲坠。,3
"I am not feeling great, I have been working too hard lately with little time for self care.",我感觉不太好，我最近工作太辛苦，几乎没有时间照顾自己。,3
"Not great, feeling a bit on edge honestly",不是很好，老实说感觉有点紧张,3
I'm not feeling my best today. I'm quite anxious and not sure why.,我今天感觉不是特别好的。我很焦虑，不知道为什么。,3
My anxiety is through the roof.,我的焦虑感都无法衡量了。,3
I am feeling stressed today as I have a deadline to meet.,我今天感到压力很大，因为我有一个截止日期要满足。,3
I'm feeling very stressed and anxious today,我今天感到非常紧张和焦虑,3
"I'm not feeling great, I'm quite anxious",我感觉不太好，我很焦虑,3
I feel anxious because of covid-19,由于疫情，我感到焦虑,3
I am feeeling very anxious today.,我今天感到非常焦虑。,3
"I'm feeling really anxious today, I'm not sure why",我今天真的很焦虑，我不知道为什么,3
"I'm a bit scared, I did something embarassing yesterday",有点害怕，昨天做了件丢人的事,3
I had a bad day today I'm so worried about my exam,我今天过得很糟糕 我很担心我的考试,3
I'm not feeling great today. My mind is racing and I can't stop overthinking everything.,我今天感觉不太好。我的脑子在飞速运转，我无法停止对所有事情的过度思考。,3
I am concerned about my child at a school,我担心我的孩子在学校,3
"I am feeling really anxious, my stomach is in knots, I'm afraid I will fail my driving test.",我真的很着急，我的肚子在打结，我怕我的驾驶考试不及格。,3
I'm worried that something bad is going to happen,我担心会有不好的事情发生,3
nervous,紧张的,3
I'm feeling very anxious.,我感到非常焦虑。,3
All day I've had an awful feeling that something bad is going to happen.,今天一整天我都有一种可怕的感觉，觉得有什么不好的事情即将发生。,3
I'm a little worried and stressed to be honest.,说实话，我有点焦虑和心急。,3
I'm feeling very unsettled.,我感到非常不安。,3
I feel very antsy.,我觉得很烦。,3
I feel a bit on edge today.,我今天感觉有点紧张。,3
I am feeling nervous.,我感到紧张。,3
I'm feeling a little bit anxious about starting my new job today.,我对今天开始我的新工作感到有点焦虑。,3
Kind of nervous; I feel like my boss is unhappy with me.,有点紧张；我觉得我的老板对我不满意。,3
I am really stressed out about my exams,我对考试真的很紧张,3
I am under a lot of pressure at the moment. I am dealing with a lot happening at home right now.,目前我承受着很大的压力。我现在正在处理家里发生的很多事情。,3
I'm feeling a bit stresse out.,我感到有点压力。,3
I am afraid my girlfriend is going to leave me,我怕我女朋友要离开我,3
I am afraid that I might have cancer,我怕我得了癌症,3
"I'm feeling anxious today, I have my driving test.",我今天很焦虑，我要考驾照。,3
"I am scared of death, sometimes I just lie awake at night thinking of the absurdity of life",我害怕死亡，有时我只是彻夜难眠，想着生命的荒谬,3
"Really bad - just really worried, really feel like something awful is always gonna happen",真的很糟糕 - 真的很担心，真的觉得可怕的事情总会发生,3
I am feeling a bit anxious today to be honest. I met up with a friend yesterday and they have now been told they need to self isolate.,老实说，我今天感到有点焦虑。我昨天见了一个朋友，现在他们被告知需要自我隔离。,3
Why do you ask me that?,你为什么这么问我？,3
"I'm not doing to well, my anxiety is kicking my butt.",我做得不好，我的焦虑正在踢我的屁股。,3
I'm feeling anxious today.,我今天很焦虑。,3
I have a feeling of dread about flying on a plane later. I really have a fear of flying,我有一种害怕一会坐飞机的感觉。我真的很怕坐飞机,3
I am afraid that my child is suffering. They have a fever,我怕我的孩子受苦。他们发烧了,3
I'm scared out of my mind and feel sick to my stomach.,我吓得魂不附体，身体都不舒服了。,3
I am stressed that I will not get my work completed on time,我担心我不会按时完成我的工作,3
I'm worried about my career,我担心我的职业,3
I'm feeling scared because I have to give a presentation today,我感到害怕，因为我今天必须做演讲,3
I'm afraid that my girlfriend may be cheating on me,我怕我女朋友出轨,3
"I'm ok, but i feel like we might loose the soccer game tonigt",我很好，但我觉得我们可能会输掉足球比赛,3
"I am feeling somewhat afraid, as all the rioting in the city makes me anxious that something will happen to me, or I won't be able to get food and essential items.",我有些害怕，因为城里所有的骚乱让我担心自己会出事，否则我将无法获得食物和必需品。,3
A bit worried.,有点担心。,3
I am really feeling off today. waiting on my results is staring to freak me out!,我今天真的很不舒服。等结果都快等疯了！,3
I feel stressy and anxious,我感到压力和焦虑,3
"I'm not feeling great, I have that sinking feeling that comes with anxiety.",我感觉不太好，我有一种伴随焦虑而来的下沉感。,3
Today have been a long day and how the meeting went have put me on my heels as to what my future in this company holds,今天是漫长的一天，会议的进展让我对我在这家公司的未来感到茫然,3
I am feeling a bit scared,我感到有点害怕,3
I am scared. I cannot find my son.,我害怕。我找不到我的儿子。,3
I am feeling worried and terrified that my COVID test will be positive.,我对自己的新冠检测结果呈阳性感到担忧和恐惧。,3
My anxiety is high today.,我今天很焦虑。,3
I am feeling anxious,我感到焦虑,3
"I don't really feel like myself today, I feel scared and afraid",我今天真的感觉不像我自己，我感到害怕和害怕,3
I feel worried today because I might lose my job.,我今天感到很担心，因为我可能会失去工作。,3
I feel afraid and unsettled today.,我今天感到害怕和不安。,3
"I am not doing great, I just can't face the day.",我过的不太好，我真的无法面对这一天。,3
"I am feeling really unwell today, like I am being followed the whole time.",我今天感觉真的很不舒服，就像我一直被跟踪一样。,3
I am worried that I will run out of money before payday.,我担心我会在发薪日之前用完钱。,3
I think I'm going to have a panic attack.,我想我会惊恐发作。,3
I am not feeling good today. I am pretty anxious and upset.,我今天感觉不太好。我非常焦虑和不安。,3
I'm not feeling good. I'm stressing out about my upcoming exams.,我不舒服。我正在为即将到来的考试感到压力。,3
I'm feeling a little anxious today as I wait for some results,我今天有点着急，等待一些结果,3
"I am feeling stressed today. I have too much too do, with too little time in which to do it.",我今天感到压力很大。我有太多太多的事情要做，但时间太少了。,3
I am worried about my job,我担心我的工作,3
I feel a bit stressed as I have to give a speech in front of the whole school.,我感到有点压力，因为我必须在全校面前演讲。,3
I cannot answer that right now and need to leave.,我现在无法回答，需要离开。,3
"I am feeling rubbish today, my anxiety is trough the roof.",我今天感觉很糟糕，我的焦虑来自屋顶。,3
"I don't like being in crowds, it makes me really anxious and kind of scared",我不喜欢在人群中，这让我真的很焦虑，有点害怕,3
I'm stressed and worried cause my business has declined,我感到压力和担心，因为我的生意下降了,3
"Thank you for asking, today has been difficult with a little anxiousness creeping in, it grows into fearÉ",谢谢你的提问，今天很困难，有点焦虑，它变成了恐惧,3
"I am feeling stressed out today to be honest, I am worried I won't do well on the interview and then I'm back at square one.",老实说，我今天感到压力很大，我担心我在面试中表现不佳，然后我又回到了原点。,3
I'm concerned about walking into town,我担心进城,3
I'm feeling pretty tense right now.,我现在感觉很紧张。,3
I am not feeling too well. There is just too much happening in my life.,我感觉不太好。我的生活中发生的事情太多了。,3
I am feeling rather anxious about my exam today.,我对今天的考试感到很焦虑。,3
I am feeling anxious as I am in isolation.,我在孤立中感到焦虑。,3
"I'm actually feeling pretty worried about that result, I'm afraid to ask any more questions",我其实很担心这个结果，我不敢再问了,3
I am feeling worried because I didn't do my homework,我很担心，因为我没有做作业,3
It feels like life is a bit overwhelming at the moment.,感觉现在的生活有点压倒性的。,3
"Ummm not great, ummm I am really worried about what is hapening, I haven't slept all week.",嗯，不太好，嗯，我真的很担心发生了什么，我整个星期都没睡觉。,3
I am feeling really low and quite frightened actually.,我的心情真的很低落，实际上很害怕。,3
Im supposed to be going out with friends but I feel too nervous. I dont like being in big groups of people,我应该和朋友出去，但我觉得太紧张了。我不喜欢和一大群人在一起,3
"I am not feeling relaxed today, quite jittery.",我今天感觉不轻松，很紧张。,3
I don't feel too good. My mum went into hospital yesterday and I'm waiting for a call to tell me what is happening.,我感觉不太好。我妈妈昨天进了医院，我在等一个电话告诉我发生了什么。,3
"I'm feeling anxious, my exam results are out tomorrow and I may not have achieved what I'd hoped for.",我很焦虑，我的考试成绩明天就出来了，我可能没有达到我所希望的。,3
I'm worried about my performance review and if I have done enough to get my promotion.,我担心我的绩效评估，以及我是否做得足够来获得晋升。,3
I don't feel great. I'm feeling stressed and I'm worried because I don't know why I feel like this.,我感觉不太好。我感到压力很大，我很担心，因为我不知道为什么会有这种感觉。,3
I'm feeling worried,我很担心,3
"I'm not feeling good, I'm worried about a job interview.",我感觉不太好，我担心面试。,3
I feel afraid for my safety,我为自己的安全感到害怕,3
I am not feeling very confident about today and have a feeling that something bad will happen.,我对今天不是很自信，有一种不好的感觉。,3
Things are weighing me down.,事情让我很沮丧。,3
I am feeling anxious today. My to-do list seems to get longer the harder and longer I work.,我今天感到很焦虑。我的待办事项清单似乎越来越长，我工作的时间越来越长。,3
Just worried about the next few days,只是担心接下来的几天,3
I'm really scared as I have a dental appointment later.,我真的很害怕，因为我一会要去看牙医。,3
I'm really wound-up today.,我今天真的很累。,3
I am concerned about the direction of covid-19 in our country and recent decisions made by the government and afraid that I could catch the virus.,我担心我们国家的疫情的发展方向以及政府最近做出的决定，并担心我会感染该病毒。,3
"Not great to be honest, I've just had a panic attack",老实说不太好，我刚刚惊恐发作,3
I'm actually quite anxious today,我今天其实很着急,3
"I'm feeling scared, and I don't know why",我感到害怕，我不知道为什么,3
I am feeling very afraid today.,我今天感到非常害怕。,3
"I'm pretty stressed out today, I'm waiting for some test results",我今天压力很大，我在等一些测试结果,3
"I'm very nervous, I'm beside myself.",我很紧张，我有点失去理智了。,3
I'm afraid that I won't remember anything I've studied,我怕我不记得我学过的任何东西,3
"Gosh, I feel quiet afraid today for some reason.",天哪，我今天不知为何感到很害怕。,3
I am worried about my current work situation,我担心我目前的工作状况,3
"Not good, I'm scared of having to go to see my doctor, I think things are serious.",不好，我害怕去看医生，我觉得事情很严重。,3
I'm scared of going back home,我害怕回家,3
uncomfortable,不舒服,3
I feel afraid.,我感到害怕。,3
"I'm worried about so many different things, I feel like I can't do anything.",我对很多事情感到担心，我觉得我无能为力。,3
"Not great, I'm afraid I have a lot on my mind that is really weighing me down.",不太好，我脑子里有很多事情让我感到压力山大。,3
I'm feeling jittery.,我感觉很紧张。,3
I have a bad feeling about today.,我今天有种不好的预感。,3
I'm feeling worried and anxious.,我感到担心和焦虑。,3
I am feeling stressed.,我感到有压力。,3
I'm afraid that my dog won't make it through surgery.,我怕我的狗做不了手术。,3
"I'm okay, but I woke up late and had to rush to work. I hope I don't get in trouble.",我还好，但我起晚了，不得不赶去上班。我希望我不会遇到麻烦。,3
I am afraid I will not be able to finish in time all this work,恐怕我不能按时完成所有这些工作,3
"Someone in my family contracted covid, and I am very anxious right now.",我家有人感染了新冠病毒，我现在非常焦虑。,3
I'm really on edge today.,我今天真的很紧张。,3
I don't know how I am going to manage everything this month,我不知道这个月我将如何处理所有事情,3
I have been feeling anxious and scared about leaving my house lately. This prolonged isolation has not been good for me,我最近对离开家感到焦虑和害怕。这种长时间的隔离对我不利,3
"I'm anxious today, everything feels very overwhelming.",我今天很焦虑，一切都感觉很压倒性。,3
"I am really anxious about my physical appearance, some days I'd rather not go out at all",我真的很担心我的外表，有些日子我宁愿根本不出门,3
"My anxiety is so bad today, I'm getting worried by the slightest thing",我今天的焦虑很严重，一点点事情都让我担心,3
"Pretty anxious. I am still waiting to hear back from that job interview I went to yesterday. I know I did pretty good, but I thought that last time too and didn't get offered the job.",很着急。我仍在等待我昨天参加的那次面试的回音。我知道我做得很好，但我上次也这么认为，并没有得到这份工作。,3
"I'm actually not feeling to good, my mind is fuzzy, I feel anxious and my gut tells me something is wrong.",我实际上感觉不太好，我的头脑很模糊，我感到焦虑，我的直觉告诉我出了什么问题。,3
I am very afraid I might not pass my exams well,我很害怕我可能不会很好地通过考试,3
I'm worried about what the consequences will be of breaking one of the machines at work. I could lose my job!,我担心破坏其中一台工作中的机器会产生什么后果。我可能会丢掉工作！,3
I'm afraid that my child may be sick,我怕我的孩子生病了,3
"Horrible, I'm feeling really anxious",可怕，我真的很着急,3
I am worried that my work will not be to a sufficiently high standard,我担心我的工作不会达到足够高的标准,3
I'm really anxious about my job interview,我真的很担心我的求职面试,3
I think my girlfriend has been lying to me and it's making me anxious,我觉得我女朋友一直在骗我，这让我很焦虑,3
"I'm not ok, im afraid of the opposition",我不好，我恐惧对手,3
"I am feeling a bit stressed, as I forgot to pay my credit card.",我感觉有点压力，因为我忘记付信用卡了。,3
Kind of nervous.,有点紧张,3
Woke up today not feeling myself and it scares me. Whenever I feel this way something bad always happens.,今天醒来感觉不到自己，这让我感到害怕。每当我有这种感觉时，总会发生一些不好的事情。,3
"I'm not feeling great, have anxiety",我感觉不太好，有焦虑,3
I feel like something bad could happen and I'm afraid that it will.,我觉得可能会发生一些不好的事情，而且我担心它会发生。,3
right now extremely tensed for my life after the robbery attack,现在在抢劫袭击后我的生活极度紧张,3
I feel quite uneasy,我感到很不安,3
"I am worried, my phone is not working.",我很担心，我的电话坏了。,3
I am feeling restless and upset and I cannot understand why.,我感到不安和不安，我不明白为什么。,3
I feel really nervous today.,我今天真的很紧张。,3
I am feeling afraid,我感到害怕,3
"I just don't feel right today, I have this crippling anxiety",我只是今天感觉不对，我有这种严重的焦虑,3
"I am feeling nervous today, I am going for a job interview.",今天心情很紧张，要去面试。,3
"Honestly, I feel quite anxious today.",老实说，我今天感到很焦虑。,3
Not good. I'm scared of what is to come.,不好。我害怕未来的不定。,3
"My heart feels like it is pounding out of my chest, I feel so anxious today",心都快跳出来了，今天好着急,3
Anxious because there are some family issues I need to resolve.,我很焦虑，因为我需要解决一些家庭问题。,3
I'm terrified about getting the results today.,我很害怕今天得到结果。,3
Not great. I am worried for my safety.,不是很好。我担心我的安全。,3
"I'm scared, my abusive ex has tried contacting me again.",我很害怕，虐待我的前任试图再次联系我。,3
I feel afraid that I'm going to fail,我害怕我会失败,3
I am feeling anxious about an upcoming doctor's appointment.,我对接下来去看医生感到焦虑。,3
My child is ill,我的孩子生病了,3
I do feel a little anxious as I am about to do something I have never done before.,我确实感到有点焦虑，因为我即将做一些我以前从未做过的事情。,3
Why are you asking me that?,你问我这个干嘛？,3
So awful. I had a really scary dream and it's made me feel so anxious.,太可怕了我做了一个非常可怕的梦，这让我感到非常焦虑。,3
I have just had a panic attack and I feel awful,我刚刚惊恐发作，感觉很糟糕,3
My health has deteriorated due to covid-19 and I am seriously worried,由于新冠病毒，我的健康状况恶化，我非常担心,3
"Anxiety and fear is heightened at the moment, thank you for thinking of me.",此刻焦虑和恐惧加剧了，谢谢你想我。,3
"Not bad thanks, a little nervous and afraid I won't get the job, just the run off the mill nerves.",不错，谢谢，有点紧张，害怕我不会得到这份工作，只是跑掉了工厂的神经。,3
I'm worried that the man who attacked me may follow me again,我担心袭击我的人会再次跟踪我,3
"Not great, things are really disturbing me at the moment.",不太好，现在事情真的让我感到不安。,3
I have missed my assignment deadline so I am feeling very anxious.,我错过了我的作业截止日期，所以我感到非常焦虑。,3
I am afraid that I may fail my exams.,我怕我考试不及格。,3
I feel very afraid of the world around me.,我感到非常害怕我周围的世界。,3
"Not great actually, feeling a bit anxious about this",实际上不是很好，对此感到有些焦虑,3
I am feeling frightened as I am not sure what career I want in the future,我感到害怕，因为我不确定我将来想要什么职业,3
I can't help feeling frightened all the time.,我总是忍不住感到害怕。,3
"I'm not having a good day, can you help me? Please, help me, will you help me?",我今天过得不好，你能帮帮我吗？请帮帮我，你会帮我吗？,3
My mental health is not at all good today,我今天的心理健康一点都不好,3
Today my heart feels like it is racing. Im not feeling good and I think I just need to be alone.,今天，我的心仿佛在狂奔。我感觉不太好，我想我只需要一个人待着。,3
I am feeling on edge today and not comfortable in my skin.,我今天感觉很紧张，对我的皮肤不舒服。,3
I'm stressed out and anxious about the political situation here.,我对这里的政治局势感到压力和焦虑。,3
"I'm feeling awful, my best friend has been given some worrying health news!",我感觉很糟糕，我最好的朋友收到了一些令人担忧的健康消息！,3
"I'm scared that I will make a fool of myself at my meeting, I hate public speaking.",我害怕在会议上出丑，我讨厌公开演讲。,3
My mood is really low today and I'm scared It won't get better.,我今天的心情真的很低落，我很害怕它不会好转。,3
why are you asking,你问来干什么,3
I'm afraid that something bad is going to happen to me.,我害怕有什么不好的事情会发生在我身上。,3
I feel very worried about our future,我很担心我们的未来,3
"I have to go for Covid testing as I am experiencing symptoms, and I am scared I might be positive.",由于出现症状，我必须进行新冠检测，而且我担心自己可能会呈阳性。,3
"I'm pretty ok, just a bit anxious.",我还好，就是有点着急。,3
I feel fearful. I am not in great health and I'm afraid of getting Covid-19.,我感到害怕。我身体不太好，我害怕感染新冠。,3
"I've got a lot on my mind at the moment, it's making me anxious",我现在脑子里有很多事情，这让我很焦虑,3
I'm feeling dreadful today. I am so afraid of losing my job.,我今天感觉很差。我很害怕失去工作。,3
My nerves are shot.,我的忍耐被用尽了。,3
I am anxious about the health of my elderly father.,我很担心我年迈的父亲的健康。,3
"Quite afraid actually, I might need some help",其实很害怕，我可能需要一些帮助,3
Anxious,焦虑的,3
I have actually been overwhelmed with emotional turmoil and extreme fear,我实际上已经被情绪的动荡和极度的恐惧所淹没,3
"Today, I'm anxious and afraid.",今天，我既焦虑又害怕。,3
I'm feeling nervous about my job interview,我对面试感到紧张,3
"I'm okay, just a bit anxious. I just want this day to end.",我没事，就是有点着急。我只想让这一天结束。,3
I'm so nervous over my exams,我对考试很紧张,3
I'm feeling a bit blegh like something bad is going to happen and I can't stop thinking about it,我感觉有点像坏事要发生一样，我无法停止思考,3
"I don't feel normal at all, my head is spinning, I feel stressed",我一点都不正常，我的头在旋转，我感到有压力,3
"I am really stressed today, I feel like there is no light at the end of the tunnel, I'm in arrears with my mortgage.",我今天压力很大，感觉隧道尽头没有光，我拖欠了抵押贷款。,3
I feel I might have a serious illness but don't want to see the doctor,我觉得我可能得了重病但不想看医生,3
scared,害怕的,3
"Not great, if I'm honest, I'm afraid I messed up.",不太好，老实说，我怕我搞砸了。,3
There's too many things I need to get done and I'm sure I'm going to forget something important.,我需要完成的事情太多了，我敢肯定我会忘记一些重要的事情。,3
"I've had better days, I'm not feeling good and am anxious about things at the moment.",我有更好的日子，我感觉不舒服，现在对事情感到焦虑。,3
I feel uneasy today,我今天感到不安,3
I am very on edge today,我今天很紧张,3
I have been feeling scared today.,我今天一直感到害怕。,3
I am feeling apprehensive.,我感到害怕。,3
My heart is racing and I feel jittery.,我的心在狂跳，我感到紧张不安。,3
"I have been better, I am worried because I heard a loud ""pop"" when I got up this morning and now my back is sore.",我已经好多了，我很担心，因为我今天早上起床时听到了一声响亮的“啪”声，现在我的背部酸痛。,3
I am terrified that something bad might happen to my loved ones,我害怕我所爱的人可能会发生不好的事情,3
I'm scared. I don't know what will happen if I fail this exam.,我很害怕。我不知道如果我这次考试不及格会发生什么。,3
I'm not right at all. I really can't cope.,我一点也不对。我实在应付不过来。,3
"I feel anxious about my career, not sure what I'll do when the pandemic is over",我对自己的职业感到焦虑，不知道大流行结束后我会做什么,3
"Not great, feel like I'm suffocating",不太好，感觉快要窒息了,3
I'm feeling nervous today because I have a big exam.,我今天很紧张，因为我有一个大考试。,3
I am afraid I will lose my job and won't be able to pay rent next month,我怕我会失业，下个月付不起房租,3
"Awful, feeling scared and jumpy",可怕，感到害怕和神经质,3
Anxious!! I am 3 days late on my period now and I am NEVER late!,焦虑的！！我现在月经推迟了 3 天，而且我从不迟到！,3
I'm stressed,我有压力,3
I'm anxious about the questions that'll be set for exams,我对考试的题目感到焦虑,3
I have an exam tomorrow and I'm really scared that I'm not fully prepared. I am a perfectionist so this worry of not knowing everything fills me with fear,我明天要考试，我真的很害怕我没有做好充分的准备。我是一个完美主义者，所以这种对不了解一切的担忧让我感到恐惧,3
I am anxious that my child may have contracted covid-19,我担心我的孩子可能感染了新冠,3
I am afraid that I will not pass my exams,我怕我不会通过考试,3
I am worried as my boyfriend is ignoring my messages,我很担心我男朋友不理我的消息,3
I am concerned that my girlfriend may have an affair,我担心我的女朋友可能有外遇,3
"I'm ok, but i have this weird feeling like something scary is about to happen to me",我很好，但我有一种奇怪的感觉，好像有什么可怕的事情要发生在我身上,3
"I am worried about a project that I have done, as I am anxious that I might have made a mistake.",我担心我所做的一个项目，因为我担心我可能犯了错误。,3
Slightly on edge.,十分紧张。,3
The looting that is going on in our country has me fearing for my life and those whom I love.,我们国家正在发生的抢抢劫事件让我为我的生命和我所爱的人担忧。,3
I just want to leave here,我只想离开这里,3
"I really don't feel great, I have a feeling of dread in the pit of my stomach.",我真的感觉不是很好，我有一种恐惧的感觉在我的肚子里。,3
Anxious about what my test result will be,担心我的测试结果会是什么,3
I'm feeling worried at the moment,我现在很担心,3
I am terrified! A mad axe murderer is in my house.,我很害怕！一个疯狂的斧头杀人犯在我家。,3
I am afraid of not succeeding in my job and feeling like an impostor.,我害怕在我的工作中不成功，感觉自己像个冒名顶替者。,3
I've got a lot on my mind.,我脑子里想了很多。,3
Not feeling great at the moment as I have anxiety,目前感觉不太好，因为我有焦虑,3
I could not sleep last night from how anxious I was,我昨晚因为焦虑而睡不着,3
I am feeling frightened today because I have to go to court.,我今天感到很害怕，因为我必须上法庭。,3
I'm a little on edge. Perhaps that's just my anxiety.,我有点紧张。也许这只是我的焦虑。,3
I just can't face the day. I'm sorry. I need to be alone right now.,我就是无法面对这一天。抱歉。我现在需要自己一个人。,3
"I'm feeling under the weather today like there is something clenching my heart, and squeezing it",我今天心情不好，就像有什么东西紧紧抓住我的心，挤压着它,3
I am afraid of my cats getting ill.,我怕我的猫生病。,3
"I feel so anxious, I don't think I can cope.",我感到很焦虑，我认为我无法应付。,3
I think someone has been following me and I am afraid.,我想有人一直在跟踪我，我很害怕。,3
